코드,일정,구분,크루즈,종류,금액,시작일자,끝일자,비고,별도요금
R5875,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-12-25,2026-12-29,신용카드,
R5876,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-12-25,2026-12-29,신용카드,
R5877,1박2일,엑스트라,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-12-25,2026-12-29,신용카드,
R5878,1박2일,엑스트라,카펠라 크루즈,라 스위트 드 카펠라,,2026-12-25,2026-12-29,신용카드,
R5879,1박2일,엑스트라,카펠라 크루즈,오너스 스위트,,2026-12-25,2026-12-29,신용카드,
R5880,1박2일,엑스트라,카펠라 크루즈,오아시스 스위트,"4,150,000",2026-12-25,2026-12-29,신용카드,
R5881,1박2일,엑스트라,카펠라 크루즈,하모니 스위트,"4,500,000",2026-12-25,2026-12-29,신용카드,
R5882,1박2일,엑스트라,카펠라 크루즈,스카이 스위트,"4,900,000",2026-12-25,2026-12-29,신용카드,
R5883,1박2일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"5,950,000",2026-12-25,2026-12-29,신용카드,
R5884,2박3일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"10,100,000",2026-10-01,2026-12-31,신용카드,
R5885,2박3일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"10,600,000",2026-10-01,2026-12-31,신용카드,
R5886,2박3일,성인,카펠라 크루즈,오아시스 스위트,"11,300,000",2026-10-01,2026-12-31,신용카드,
R5887,2박3일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"11,400,000",2026-10-01,2026-12-31,신용카드,
R5888,2박3일,성인,카펠라 크루즈,하모니 스위트,"12,200,000",2026-10-01,2026-12-31,신용카드,
R5889,2박3일,성인,카펠라 크루즈,스카이 스위트,"13,200,000",2026-10-01,2026-12-31,신용카드,
R5890,2박3일,성인,카펠라 크루즈,스카이 테라스 스위트,"16,000,000",2026-10-01,2026-12-31,신용카드,
R5891,2박3일,성인,카펠라 크루즈,라 스위트 드 카펠라,"23,300,000",2026-10-01,2026-12-31,신용카드,
R5892,2박3일,성인,카펠라 크루즈,오너스 스위트,"34,800,000",2026-10-01,2026-12-31,신용카드,
R5893,2박3일,싱글차지,카펠라 크루즈,오아시스 스위트,"17,000,000",2026-10-01,2026-12-31,신용카드,
R5894,2박3일,싱글차지,카펠라 크루즈,하모니 스위트,"18,400,000",2026-10-01,2026-12-31,신용카드,
R5895,2박3일,싱글차지,카펠라 크루즈,스카이 스위트,"20,000,000",2026-10-01,2026-12-31,신용카드,
R5896,2박3일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"24,400,000",2026-10-01,2026-12-31,신용카드,
R5897,2박3일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"35,600,000",2026-10-01,2026-12-31,신용카드,
R5898,2박3일,싱글차지,카펠라 크루즈,오너스 스위트,"52,400,000",2026-10-01,2026-12-31,신용카드,
R5899,2박3일,아동,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-10-01,2026-12-31,신용카드,
R5900,2박3일,아동,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-10-01,2026-12-31,신용카드,
R5901,2박3일,아동,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-10-01,2026-12-31,신용카드,
R5902,2박3일,아동,카펠라 크루즈,오아시스 스위트,"5,700,000",2026-10-01,2026-12-31,신용카드,
R5903,2박3일,아동,카펠라 크루즈,하모니 스위트,"6,100,000",2026-10-01,2026-12-31,신용카드,
R5904,2박3일,아동,카펠라 크루즈,스카이 스위트,"6,700,000",2026-10-01,2026-12-31,신용카드,
R5905,2박3일,아동,카펠라 크루즈,스카이 테라스 스위트,"8,100,000",2026-10-01,2026-12-31,신용카드,
R5906,2박3일,아동,카펠라 크루즈,라 스위트 드 카펠라,"11,700,000",2026-10-01,2026-12-31,신용카드,
R5907,2박3일,아동,카펠라 크루즈,오너스 스위트,"17,600,000",2026-10-01,2026-12-31,신용카드,
R5908,2박3일,엑스트라,카펠라 크루즈,오아시스 스위트,"8,300,000",2026-10-01,2026-12-31,신용카드,
R5909,2박3일,엑스트라,카펠라 크루즈,하모니 스위트,"9,000,000",2026-10-01,2026-12-31,신용카드,
R5910,2박3일,엑스트라,카펠라 크루즈,스카이 스위트,"9,800,000",2026-10-01,2026-12-31,신용카드,
R5911,2박3일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"11,900,000",2026-10-01,2026-12-31,신용카드,
R5912,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"7,050,000",2026-12-30,2026-12-31,신용카드,
R5913,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"7,300,000",2026-12-30,2026-12-31,신용카드,
R5914,1박2일,성인,카펠라 크루즈,오아시스 스위트,"7,650,000",2026-12-30,2026-12-31,신용카드,
R5915,1박2일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"7,700,000",2026-12-30,2026-12-31,신용카드,
R5916,1박2일,성인,카펠라 크루즈,하모니 스위트,"8,100,000",2026-12-30,2026-12-31,신용카드,
R5917,1박2일,성인,카펠라 크루즈,스카이 스위트,"8,600,000",2026-12-30,2026-12-31,신용카드,
R5918,1박2일,성인,카펠라 크루즈,스카이 테라스 스위트,"10,000,000",2026-12-30,2026-12-31,신용카드,
R5919,1박2일,성인,카펠라 크루즈,라 스위트 드 카펠라,"13,650,000",2026-12-30,2026-12-31,신용카드,
R5920,1박2일,성인,카펠라 크루즈,오너스 스위트,"19,400,000",2026-12-30,2026-12-31,신용카드,
R5921,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-12-30,2026-12-31,신용카드,
R5922,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-12-30,2026-12-31,신용카드,
R5923,1박2일,싱글차지,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-12-30,2026-12-31,신용카드,
R5924,1박2일,싱글차지,카펠라 크루즈,오아시스 스위트,"10,500,000",2026-12-30,2026-12-31,신용카드,
R5925,1박2일,싱글차지,카펠라 크루즈,하모니 스위트,"11,200,000",2026-12-30,2026-12-31,신용카드,
R5926,1박2일,싱글차지,카펠라 크루즈,스카이 스위트,"12,000,000",2026-12-30,2026-12-31,신용카드,
R5927,1박2일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"14,200,000",2026-12-30,2026-12-31,신용카드,
R5928,1박2일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"19,800,000",2026-12-30,2026-12-31,신용카드,
R5929,1박2일,싱글차지,카펠라 크루즈,오너스 스위트,"28,200,000",2026-12-30,2026-12-31,신용카드,
R5930,1박2일,아동,카펠라 크루즈,오아시스 스위트,"4,850,000",2026-12-30,2026-12-31,신용카드,
R5931,1박2일,아동,카펠라 크루즈,하모니 스위트,"5,050,000",2026-12-30,2026-12-31,신용카드,
R5932,1박2일,아동,카펠라 크루즈,스카이 스위트,"5,350,000",2026-12-30,2026-12-31,신용카드,
R5933,1박2일,아동,카펠라 크루즈,스카이 테라스 스위트,"6,050,000",2026-12-30,2026-12-31,신용카드,
R5934,1박2일,아동,카펠라 크루즈,라 스위트 드 카펠라,"7,850,000",2026-12-30,2026-12-31,신용카드,
R5935,1박2일,아동,카펠라 크루즈,오너스 스위트,"10,800,000",2026-12-30,2026-12-31,신용카드,
R5936,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-12-30,2026-12-31,신용카드,
R5937,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-12-30,2026-12-31,신용카드,
R5938,1박2일,엑스트라,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-12-30,2026-12-31,신용카드,
R5939,1박2일,엑스트라,카펠라 크루즈,라 스위트 드 카펠라,,2026-12-30,2026-12-31,신용카드,
R5940,1박2일,엑스트라,카펠라 크루즈,오너스 스위트,,2026-12-30,2026-12-31,신용카드,
R5941,1박2일,엑스트라,카펠라 크루즈,오아시스 스위트,"6,150,000",2026-12-30,2026-12-31,신용카드,
R5942,1박2일,엑스트라,카펠라 크루즈,하모니 스위트,"6,500,000",2026-12-30,2026-12-31,신용카드,
R5943,1박2일,엑스트라,카펠라 크루즈,스카이 스위트,"6,900,000",2026-12-30,2026-12-31,신용카드,
R5944,1박2일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"7,950,000",2026-12-30,2026-12-31,신용카드,
R5945,1박2일,성인,칼리스타 크루즈,칼리스타 오션,"3,900,000",2026-04-01,2026-09-30,베트남동,
R5946,1박2일,성인,칼리스타 크루즈,칼리스타 오션,"4,000,000",2026-04-01,2026-09-30,신용카드,
R5947,1박2일,성인,칼리스타 크루즈,칼리스타 베이,"4,200,000",2026-04-01,2026-09-30,베트남동,
R5948,1박2일,성인,칼리스타 크루즈,칼리스타 베이,"4,300,000",2026-04-01,2026-09-30,신용카드,
R5949,1박2일,성인,칼리스타 크루즈,칼리스타 레거시,"4,600,000",2026-04-01,2026-09-30,베트남동,
R5950,1박2일,성인,칼리스타 크루즈,칼리스타 레거시,"4,700,000",2026-04-01,2026-09-30,신용카드,
R5951,1박2일,성인,칼리스타 크루즈,호라이즌 스위트,"7,450,000",2026-04-01,2026-09-30,베트남동,
R5952,1박2일,성인,칼리스타 크루즈,호라이즌 스위트,"7,600,000",2026-04-01,2026-09-30,신용카드,
R5953,1박2일,성인,칼리스타 크루즈,마제스티 스위트,"8,400,000",2026-04-01,2026-09-30,베트남동,
R5954,1박2일,성인,칼리스타 크루즈,마제스티 스위트,"8,600,000",2026-04-01,2026-09-30,신용카드,
R5955,1박2일,성인,칼리스타 크루즈,프레지던트 스위트,"18,100,000",2026-04-01,2026-09-30,베트남동,
R5956,1박2일,성인,칼리스타 크루즈,프레지던트 스위트,"18,600,000",2026-04-01,2026-09-30,신용카드,
R5957,1박2일,싱글차지,칼리스타 크루즈,칼리스타 오션,"6,600,000",2026-04-01,2026-09-30,베트남동,
R5958,1박2일,싱글차지,칼리스타 크루즈,칼리스타 오션,"6,800,000",2026-04-01,2026-09-30,신용카드,
R5959,1박2일,싱글차지,칼리스타 크루즈,칼리스타 베이,"7,000,000",2026-04-01,2026-09-30,베트남동,
R5960,1박2일,싱글차지,칼리스타 크루즈,칼리스타 베이,"7,200,000",2026-04-01,2026-09-30,신용카드,
R5961,1박2일,싱글차지,칼리스타 크루즈,칼리스타 레거시,"7,700,000",2026-04-01,2026-09-30,베트남동,
R5962,1박2일,싱글차지,칼리스타 크루즈,칼리스타 레거시,"7,900,000",2026-04-01,2026-09-30,신용카드,
R5963,1박2일,싱글차지,칼리스타 크루즈,호라이즌 스위트,"12,550,000",2026-04-01,2026-09-30,베트남동,
R5964,1박2일,싱글차지,칼리스타 크루즈,호라이즌 스위트,"12,900,000",2026-04-01,2026-09-30,신용카드,
R5965,1박2일,싱글차지,칼리스타 크루즈,마제스티 스위트,"14,200,000",2026-04-01,2026-09-30,베트남동,
R5966,1박2일,싱글차지,칼리스타 크루즈,마제스티 스위트,"14,600,000",2026-04-01,2026-09-30,신용카드,
R5967,1박2일,싱글차지,칼리스타 크루즈,프레지던트 스위트,"30,500,000",2026-04-01,2026-09-30,베트남동,
R5968,1박2일,싱글차지,칼리스타 크루즈,프레지던트 스위트,"31,200,000",2026-04-01,2026-09-30,신용카드,
R5969,1박2일,아동,칼리스타 크루즈,칼리스타 오션,"2,850,000",2026-04-01,2026-09-30,베트남동,
R5970,1박2일,아동,칼리스타 크루즈,칼리스타 베이,"2,850,000",2026-04-01,2026-09-30,베트남동,
R5971,1박2일,아동,칼리스타 크루즈,칼리스타 레거시,"2,850,000",2026-04-01,2026-09-30,베트남동,
R5972,1박2일,아동,칼리스타 크루즈,호라이즌 스위트,"2,850,000",2026-04-01,2026-09-30,베트남동,
R5973,1박2일,아동,칼리스타 크루즈,마제스티 스위트,"2,850,000",2026-04-01,2026-09-30,베트남동,
R5974,1박2일,아동,칼리스타 크루즈,프레지던트 스위트,"2,850,000",2026-04-01,2026-09-30,베트남동,
R5975,1박2일,아동,칼리스타 크루즈,칼리스타 오션,"3,050,000",2026-04-01,2026-09-30,신용카드,
R5976,1박2일,아동,칼리스타 크루즈,칼리스타 베이,"3,050,000",2026-04-01,2026-09-30,신용카드,
R5977,1박2일,아동,칼리스타 크루즈,칼리스타 레거시,"3,050,000",2026-04-01,2026-09-30,신용카드,
R5978,1박2일,아동,칼리스타 크루즈,호라이즌 스위트,"3,050,000",2026-04-01,2026-09-30,신용카드,
R5979,1박2일,아동,칼리스타 크루즈,마제스티 스위트,"3,050,000",2026-04-01,2026-09-30,신용카드,
R5980,1박2일,아동,칼리스타 크루즈,프레지던트 스위트,"3,050,000",2026-04-01,2026-09-30,신용카드,
R5981,1박2일,엑스트라,칼리스타 크루즈,칼리스타 오션,"3,900,000",2026-04-01,2026-09-30,베트남동,
R5982,1박2일,엑스트라,칼리스타 크루즈,칼리스타 오션,"4,000,000",2026-04-01,2026-09-30,신용카드,
R5983,1박2일,엑스트라,칼리스타 크루즈,칼리스타 베이,"4,200,000",2026-04-01,2026-09-30,베트남동,
R5984,1박2일,엑스트라,칼리스타 크루즈,칼리스타 베이,"4,300,000",2026-04-01,2026-09-30,신용카드,
R5985,1박2일,엑스트라,칼리스타 크루즈,칼리스타 레거시,"4,600,000",2026-04-01,2026-09-30,베트남동,
R5986,1박2일,엑스트라,칼리스타 크루즈,칼리스타 레거시,"4,700,000",2026-04-01,2026-09-30,신용카드,
R5987,1박2일,엑스트라,칼리스타 크루즈,호라이즌 스위트,"7,450,000",2026-04-01,2026-09-30,베트남동,
R5988,1박2일,엑스트라,칼리스타 크루즈,호라이즌 스위트,"7,600,000",2026-04-01,2026-09-30,신용카드,
R5989,1박2일,엑스트라,칼리스타 크루즈,마제스티 스위트,"8,400,000",2026-04-01,2026-09-30,베트남동,
R5990,1박2일,엑스트라,칼리스타 크루즈,마제스티 스위트,"8,600,000",2026-04-01,2026-09-30,신용카드,
R5991,1박2일,엑스트라,칼리스타 크루즈,프레지던트 스위트,불가,2026-04-01,2026-09-30,신용카드,
R5992,1박2일,엑스트라,칼리스타 크루즈,프레지던트 스위트,불가,2026-04-01,2026-09-30,베트남동,
R5993,2박3일,성인,칼리스타 크루즈,칼리스타 오션,"8,200,000",2026-04-01,2026-09-30,신용카드,
R5994,2박3일,성인,칼리스타 크루즈,칼리스타 오션,"8,800,000",2026-04-01,2026-09-30,신용카드,
R5995,2박3일,성인,칼리스타 크루즈,칼리스타 베이,"9,600,000",2026-04-01,2026-09-30,신용카드,
R5996,2박3일,성인,칼리스타 크루즈,칼리스타 베이,"15,500,000",2026-04-01,2026-09-30,신용카드,
R5997,2박3일,성인,칼리스타 크루즈,칼리스타 레거시,"17,500,000",2026-04-01,2026-09-30,신용카드,
R5998,2박3일,성인,칼리스타 크루즈,칼리스타 레거시,"37,200,000",2026-04-01,2026-09-30,신용카드,
R5999,2박3일,싱글차지,칼리스타 크루즈,호라이즌 스위트,"13,900,000",2026-04-01,2026-09-30,신용카드,
R6000,2박3일,싱글차지,칼리스타 크루즈,호라이즌 스위트,"14,700,000",2026-04-01,2026-09-30,신용카드,
R6001,2박3일,싱글차지,칼리스타 크루즈,마제스티 스위트,"15,800,000",2026-04-01,2026-09-30,신용카드,
R6002,2박3일,싱글차지,칼리스타 크루즈,마제스티 스위트,"25,800,000",2026-04-01,2026-09-30,신용카드,
R6003,2박3일,싱글차지,칼리스타 크루즈,프레지던트 스위트,"29,200,000",2026-04-01,2026-09-30,신용카드,
R6004,2박3일,싱글차지,칼리스타 크루즈,프레지던트 스위트,"62,400,000",2026-04-01,2026-09-30,신용카드,
R6005,2박3일,아동,칼리스타 크루즈,칼리스타 오션,"6,100,000",2026-04-01,2026-09-30,신용카드,
R6006,2박3일,아동,칼리스타 크루즈,칼리스타 베이,"6,100,000",2026-04-01,2026-09-30,신용카드,
R6007,2박3일,아동,칼리스타 크루즈,칼리스타 레거시,"6,100,000",2026-04-01,2026-09-30,신용카드,
R6008,2박3일,아동,칼리스타 크루즈,호라이즌 스위트,"6,100,000",2026-04-01,2026-09-30,신용카드,
R6009,2박3일,아동,칼리스타 크루즈,마제스티 스위트,"6,100,000",2026-04-01,2026-09-30,신용카드,
R6010,2박3일,아동,칼리스타 크루즈,프레지던트 스위트,"6,100,000",2026-04-01,2026-09-30,신용카드,
R6011,2박3일,엑스트라,칼리스타 크루즈,칼리스타 오션,"8,200,000",2026-04-01,2026-09-30,신용카드,
R6012,2박3일,엑스트라,칼리스타 크루즈,칼리스타 베이,"8,800,000",2026-04-01,2026-09-30,신용카드,
R6013,2박3일,엑스트라,칼리스타 크루즈,칼리스타 레거시,"9,600,000",2026-04-01,2026-09-30,신용카드,
R6014,2박3일,엑스트라,칼리스타 크루즈,호라이즌 스위트,"15,500,000",2026-04-01,2026-09-30,신용카드,
R6015,2박3일,엑스트라,칼리스타 크루즈,마제스티 스위트,"17,500,000",2026-04-01,2026-09-30,신용카드,
R6016,2박3일,엑스트라,칼리스타 크루즈,프레지던트 스위트,불가,2026-04-01,2026-09-30,신용카드,
R6017,1박2일,성인,칼리스타 크루즈,칼리스타 오션,"4,600,000",2026-10-01,2026-12-23,베트남동,
R6018,1박2일,성인,칼리스타 크루즈,칼리스타 오션,"4,800,000",2026-10-01,2026-12-23,신용카드,
R6019,1박2일,성인,칼리스타 크루즈,칼리스타 베이,"5,400,000",2026-10-01,2026-12-23,베트남동,
R6020,1박2일,성인,칼리스타 크루즈,칼리스타 베이,"5,500,000",2026-10-01,2026-12-23,신용카드,
R6021,1박2일,성인,칼리스타 크루즈,칼리스타 레거시,"5,850,000",2026-10-01,2026-12-23,베트남동,
R6022,1박2일,성인,칼리스타 크루즈,칼리스타 레거시,"6,050,000",2026-10-01,2026-12-23,신용카드,
R6023,1박2일,성인,칼리스타 크루즈,호라이즌 스위트,"8,200,000",2026-10-01,2026-12-23,베트남동,
R6024,1박2일,성인,칼리스타 크루즈,호라이즌 스위트,"8,500,000",2026-10-01,2026-12-23,신용카드,
R6025,1박2일,성인,칼리스타 크루즈,마제스티 스위트,"9,300,000",2026-10-01,2026-12-23,베트남동,
